Gene	Length
Pmea_00026426	612
Pmea_00026427	225
Pmea_00026428	975
Pmea_00026429	3165
Pmea_00026430	933
Pmea_00026431	660
Pmea_00026432	777
Pmea_00026433	513
Pmea_00026434	441
Pmea_00026435	1341
Pmea_00026436	5415
Pmea_00026437	513
Pmea_00026438	966
Pmea_00026439	534
Pmea_00026440	564
Pmea_00026441	453
Pmea_00026442	3003
Pmea_00026443	1968
Pmea_00026444	480
Pmea_00026445	456
Pmea_00026446	720
Pmea_00026447	1110
Pmea_00026448	903
Pmea_00026449	1437
Pmea_00026450	639
Pmea_00026451	2052
Pmea_00026452	1323
Pmea_00026453	984
Pmea_00026454	579
Pmea_00026455	660
Pmea_00026456	1026
Pmea_00026457	948
Pmea_00026458	294
Pmea_00026459	393
Pmea_00026460	3615
Pmea_00026461	399
Pmea_00026462	912
Pmea_00026463	2658
Pmea_00026464	642
Pmea_00026465	402
Pmea_00026466	513
Pmea_00026467	7953
Pmea_00026468	891
Pmea_00026469	360
Pmea_00026470	7404
Pmea_00026471	375
Pmea_00026472	2154
Pmea_00026473	1296
Pmea_00026474	390
Pmea_00026475	321
Pmea_00026476	195
Pmea_00026477	1299
Pmea_00026478	1551
Pmea_00026479	1041
Pmea_00026480	2046
Pmea_00026481	1929
Pmea_00026482	561
Pmea_00026483	1461
Pmea_00026484	1866
Pmea_00026485	1461
Pmea_00026486	441
Pmea_00026487	321
Pmea_00026488	4824
Pmea_00026489	2082
Pmea_00026490	783
Pmea_00026491	2106
Pmea_00026492	1893
Pmea_00026493	2061
Pmea_00026494	507
Pmea_00026495	1914
Pmea_00026496	3033
Pmea_00026497	549
Pmea_00026498	2019
Pmea_00026499	1038
Pmea_00026500	1056
Pmea_00026501	561
Pmea_00026502	771
Pmea_00026503	321
Pmea_00026504	1149
Pmea_00026505	1791
Pmea_00026506	405
Pmea_00026507	318
Pmea_00026508	510
Pmea_00026509	1032
Pmea_00026510	2019
Pmea_00026511	525
Pmea_00026512	1845
Pmea_00026513	315
Pmea_00026514	1098
Pmea_00026515	240
Pmea_00026516	933
Pmea_00026517	933
Pmea_00026518	933
Pmea_00026519	201
Pmea_00026520	234
Pmea_00026521	858
Pmea_00026522	576
Pmea_00026523	1860
Pmea_00026524	900
Pmea_00026525	144
Pmea_00026526	204
Pmea_00026527	234
Pmea_00026528	348
Pmea_00026529	501
Pmea_00026530	2667
Pmea_00026531	474
Pmea_00026532	1068
Pmea_00026533	921
Pmea_00026534	1242
Pmea_00026535	522
Pmea_00026536	258
Pmea_00026537	2079
Pmea_00026538	567
Pmea_00026539	522
Pmea_00026540	528
Pmea_00026541	483
Pmea_00026542	561
Pmea_00026543	1356
Pmea_00026544	1149
Pmea_00026545	1188
Pmea_00026546	1113
Pmea_00026547	906
Pmea_00026548	1032
Pmea_00026549	228
Pmea_00026550	3573
Pmea_00026551	1518
Pmea_00026552	1359
Pmea_00026553	1548
Pmea_00026554	1572
Pmea_00026555	993
Pmea_00026556	933
Pmea_00026557	651
Pmea_00026558	1047
Pmea_00026559	1329
Pmea_00026560	1071
Pmea_00026561	897
Pmea_00026562	1599
Pmea_00026563	1572
Pmea_00026564	6546
Pmea_00026565	3270
Pmea_00026566	1056
Pmea_00026567	333
Pmea_00026568	1962
Pmea_00026569	3180
Pmea_00026570	4284
Pmea_00026571	3072
Pmea_00026572	1632
Pmea_00026573	960
Pmea_00026574	1119
Pmea_00026575	1932
Pmea_00026576	1464
Pmea_00026577	339
Pmea_00026578	216
Pmea_00026579	432
Pmea_00026580	162
Pmea_00026581	273
Pmea_00026582	408
Pmea_00026583	315
Pmea_00026584	171
Pmea_00026585	447
Pmea_00026586	1560
Pmea_00026587	1425
Pmea_00026588	804
Pmea_00026589	1701
Pmea_00026590	444
Pmea_00026591	1182
Pmea_00026592	4398
Pmea_00026593	780
Pmea_00026594	606
Pmea_00026595	453
Pmea_00026596	234
Pmea_00026597	675
Pmea_00026598	552
Pmea_00026599	405
Pmea_00026600	960
Pmea_00026601	2394
Pmea_00026602	1620
Pmea_00026603	1230
Pmea_00026604	4533
Pmea_00026605	924
Pmea_00026606	1383
Pmea_00026607	2976
Pmea_00026608	2664
Pmea_00026609	1377
Pmea_00026610	2907
Pmea_00026611	381
Pmea_00026612	621
Pmea_00026613	228
Pmea_00026614	342
Pmea_00026615	177
Pmea_00026616	291
Pmea_00026617	525
Pmea_00026618	426
Pmea_00026619	390
Pmea_00026620	330
Pmea_00026621	552
Pmea_00026622	537
Pmea_00026623	738
Pmea_00026624	888
Pmea_00026625	345
Pmea_00026626	555
Pmea_00026627	471
Pmea_00026628	735
Pmea_00026629	564
Pmea_00026630	372
Pmea_00026631	1305
Pmea_00026632	351
Pmea_00026633	216
Pmea_00026634	1053
Pmea_00026635	495
Pmea_00026636	1182
Pmea_00026637	630
Pmea_00026638	774
Pmea_00026639	615
Pmea_00026640	333
Pmea_00026641	447
Pmea_00026642	612
Pmea_00026643	201
Pmea_00026644	822
Pmea_00026645	1044
Pmea_00026646	708
Pmea_00026647	708
Pmea_00026648	444
Pmea_00026649	390
Pmea_00026650	615
Pmea_00026651	540
Pmea_00026652	387
Pmea_00026653	909
Pmea_00026654	3711
Pmea_00026655	876
Pmea_00026656	2958
Pmea_00026657	1404
Pmea_00026658	2475
Pmea_00026659	1122
Pmea_00026660	2466
Pmea_00026661	384
Pmea_00026662	1524
Pmea_00026663	1389
Pmea_00026664	1176
Pmea_00026665	1272
Pmea_00026666	810
Pmea_00026667	1638
Pmea_00026668	1215
Pmea_00026669	3957
Pmea_00026670	549
Pmea_00026671	1008
Pmea_00026672	8952
Pmea_00026673	969
Pmea_00026674	786
Pmea_00026675	801
Pmea_00026676	2187
Pmea_00026677	759
Pmea_00026678	4287
Pmea_00026679	3231
Pmea_00026680	297
Pmea_00026681	2574
Pmea_00026682	7335
Pmea_00026683	3171
Pmea_00026684	4596
Pmea_00026685	261
Pmea_00026686	492
Pmea_00026687	1695
Pmea_00026688	1464
Pmea_00026689	588
Pmea_00026690	438
Pmea_00026691	834
Pmea_00026692	444
Pmea_00026693	1077
Pmea_00026694	1530
Pmea_00026695	2355
Pmea_00026696	1341
Pmea_00026697	2334
Pmea_00026698	270
Pmea_00026699	921
Pmea_00026700	3342
Pmea_00026701	1494
Pmea_00026702	2334
Pmea_00026703	34221
Pmea_00026704	1563
Pmea_00026705	1248
Pmea_00026706	1623
Pmea_00026707	1161
Pmea_00026708	789
Pmea_00026709	705
Pmea_00026710	4821
Pmea_00026711	759
Pmea_00026712	4341
Pmea_00026713	3237
Pmea_00026714	267
Pmea_00026715	2316
Pmea_00026716	2028
Pmea_00026717	525
Pmea_00026718	2448
Pmea_00026719	651
Pmea_00026720	672
Pmea_00026721	744
Pmea_00026722	456
Pmea_00026723	318
Pmea_00026724	1167
Pmea_00026725	1122
Pmea_00026726	234
Pmea_00026727	837
Pmea_00026728	2052
Pmea_00026729	1137
Pmea_00026730	252
Pmea_00026731	5652
Pmea_00026732	10908
Pmea_00026733	4458
Pmea_00026734	990
Pmea_00026735	10059
Pmea_00026736	5448
Pmea_00026737	5433
Pmea_00026738	1167
Pmea_00026739	2112
Pmea_00026740	3297
Pmea_00026741	888
Pmea_00026742	7257
Pmea_00026743	342
Pmea_00026744	3234
Pmea_00026745	633
Pmea_00026746	2103
Pmea_00026747	3990
Pmea_00026748	2142
Pmea_00026749	2391
Pmea_00026750	1509
Pmea_00026751	4473
Pmea_00026752	195
Pmea_00026753	7653
Pmea_00026754	1065
Pmea_00026755	1494
Pmea_00026756	3810
Pmea_00026757	1347
Pmea_00026758	2919
Pmea_00026759	390
Pmea_00026760	1296
Pmea_00026761	1041
Pmea_00026762	1077
Pmea_00026763	1419
Pmea_00026764	2811
Pmea_00026765	1815
Pmea_00026766	5175
Pmea_00026767	501
Pmea_00026768	1863
Pmea_00026769	1863
Pmea_00026770	1197
Pmea_00026771	4101
Pmea_00026772	1728
Pmea_00026773	3255
Pmea_00026774	318
Pmea_00026775	894
Pmea_00026776	6120
Pmea_00026777	4581
Pmea_00026778	4035
Pmea_00026779	2130
Pmea_00026780	516
Pmea_00026781	507
Pmea_00026782	501
Pmea_00026783	552
Pmea_00026784	2349
Pmea_00026785	543
Pmea_00026786	2277
Pmea_00026787	3303
Pmea_00026788	462
Pmea_00026789	3126
Pmea_00026790	2334
Pmea_00026791	2280
Pmea_00026792	1035
Pmea_00026793	357
Pmea_00026794	1380
Pmea_00026795	1149
Pmea_00026796	438
Pmea_00026797	3516
Pmea_00026798	2247
Pmea_00026799	2241
Pmea_00026800	495
Pmea_00026801	3156
Pmea_00026802	1707
Pmea_00026803	3294
Pmea_00026804	8124
Pmea_00026805	2898
Pmea_00026806	13890
Pmea_00026807	393
Pmea_00026808	1086
Pmea_00026809	4611
Pmea_00026810	5760
Pmea_00026811	1545
Pmea_00026812	2400
Pmea_00026813	1206
Pmea_00026814	345
Pmea_00026815	996
Pmea_00026816	4767
Pmea_00026817	3588
Pmea_00026818	1233
Pmea_00026819	201
Pmea_00026820	342
Pmea_00026821	1500
Pmea_00026822	450
Pmea_00026823	1317
Pmea_00026824	1104
Pmea_00026825	525
Pmea_00026826	1317
Pmea_00026827	1320
Pmea_00026828	1317
Pmea_00026829	675
Pmea_00026830	1320
Pmea_00026831	1320
Pmea_00026832	1317
Pmea_00026833	1317
Pmea_00026834	1233
Pmea_00026835	657
Pmea_00026836	1647
Pmea_00026837	3426
Pmea_00026838	7620
Pmea_00026839	1449
Pmea_00026840	1347
Pmea_00026841	327
Pmea_00026842	351
Pmea_00026843	1131
Pmea_00026844	810
Pmea_00026845	1326
Pmea_00026846	2838
Pmea_00026847	765
Pmea_00026848	402
Pmea_00026849	558
Pmea_00026850	390
Pmea_00026851	489
Pmea_00026852	4248
Pmea_00026853	384
Pmea_00026854	426
Pmea_00026855	435
Pmea_00026856	609
Pmea_00026857	243
Pmea_00026858	4623
Pmea_00026859	177
Pmea_00026860	417
Pmea_00026861	1170
Pmea_00026862	345
Pmea_00026863	255
Pmea_00026864	2091
Pmea_00026865	5127
Pmea_00026866	3945
Pmea_00026867	426
Pmea_00026868	1209
Pmea_00026869	459
Pmea_00026870	342
Pmea_00026871	591
Pmea_00026872	1314
Pmea_00026873	1950
Pmea_00026874	201
Pmea_00026875	657
Pmea_00026876	279
Pmea_00026877	528
Pmea_00026878	1122
Pmea_00026879	603
Pmea_00026880	474
Pmea_00026881	372
Pmea_00026882	270
Pmea_00026883	159
Pmea_00026884	483
Pmea_00026885	474
Pmea_00026886	540
Pmea_00026887	681
Pmea_00026888	843
Pmea_00026889	1833
Pmea_00026890	2619
Pmea_00026891	1002
Pmea_00026892	1986
Pmea_00026893	2559
Pmea_00026894	348
Pmea_00026895	318
Pmea_00026896	372
Pmea_00026897	378
Pmea_00026898	10299
Pmea_00026899	879
Pmea_00026900	4608
Pmea_00026901	315
Pmea_00026902	747
Pmea_00026903	2379
Pmea_00026904	3231
Pmea_00026905	1410
Pmea_00026906	1404
Pmea_00026907	1110
Pmea_00026908	3012
Pmea_00026909	969
Pmea_00026910	558
Pmea_00026911	249
Pmea_00026912	1371
Pmea_00026913	1890
Pmea_00026914	771
Pmea_00026915	2985
Pmea_00026916	546
Pmea_00026917	2025
Pmea_00026918	348
Pmea_00026919	1104
Pmea_00026920	318
Pmea_00026921	666
Pmea_00026922	888
Pmea_00026923	864
Pmea_00026924	633
Pmea_00026925	5340
Pmea_00026926	324
Pmea_00026927	987
Pmea_00026928	615
Pmea_00026929	2337
Pmea_00026930	729
Pmea_00026931	192
Pmea_00026932	192
Pmea_00026933	357
Pmea_00026934	1023
Pmea_00026935	2457
Pmea_00026936	351
Pmea_00026937	426
Pmea_00026938	237
Pmea_00026939	264
Pmea_00026940	1167
Pmea_00026941	2394
Pmea_00026942	369
Pmea_00026943	309
Pmea_00026944	2238
Pmea_00026945	1659
Pmea_00026946	1116
Pmea_00026947	741
Pmea_00026948	2220
Pmea_00026949	402
Pmea_00026950	4770
Pmea_00026951	1440
Pmea_00026952	456
Pmea_00026953	336
Pmea_00026954	357
Pmea_00026955	138
Pmea_00026956	273
Pmea_00026957	3342
Pmea_00026958	4659
Pmea_00026959	528
Pmea_00026960	369
Pmea_00026961	837
Pmea_00026962	1053
Pmea_00026963	1449
Pmea_00026964	297
Pmea_00026965	360
Pmea_00026966	201
Pmea_00026967	282
Pmea_00026968	4770
Pmea_00026969	294
Pmea_00026970	300
Pmea_00026971	231
Pmea_00026972	2085
Pmea_00026973	4224
Pmea_00026974	2421
Pmea_00026975	1089
Pmea_00026976	189
Pmea_00026977	522
Pmea_00026978	1188
Pmea_00026979	294
Pmea_00026980	909
Pmea_00026981	3264
Pmea_00026982	975
Pmea_00026983	2238
Pmea_00026984	2640
Pmea_00026985	1308
Pmea_00026986	8118
Pmea_00026987	630
Pmea_00026988	597
Pmea_00026989	366
Pmea_00026990	1335
Pmea_00026991	684
Pmea_00026992	384
Pmea_00026993	654
Pmea_00026994	963
Pmea_00026995	528
Pmea_00026996	3483
Pmea_00026997	2172
Pmea_00026998	1419
Pmea_00026999	1731
Pmea_00027000	2265
Pmea_00027001	4182
Pmea_00027002	375
Pmea_00027003	1953
Pmea_00027004	3819
Pmea_00027005	3414
Pmea_00027006	660
Pmea_00027007	1005
Pmea_00027008	966
Pmea_00027009	684
Pmea_00027010	2235
Pmea_00027011	447
Pmea_00027012	933
Pmea_00027013	369
Pmea_00027014	966
Pmea_00027015	747
Pmea_00027016	141
Pmea_00027017	450
Pmea_00027018	1137
Pmea_00027019	756
Pmea_00027020	264
Pmea_00027021	426
Pmea_00027022	822
Pmea_00027023	1347
Pmea_00027024	5547
Pmea_00027025	2466
Pmea_00027026	693
Pmea_00027027	981
Pmea_00027028	372
Pmea_00027029	3966
Pmea_00027030	555
Pmea_00027031	6666
Pmea_00027032	2490
Pmea_00027033	402
Pmea_00027034	633
Pmea_00027035	390
Pmea_00027036	3510
Pmea_00027037	594
Pmea_00027038	3528
Pmea_00027039	1218
Pmea_00027040	2265
Pmea_00027041	1170
Pmea_00027042	804
Pmea_00027043	996
Pmea_00027044	420
Pmea_00027045	345
Pmea_00027046	612
Pmea_00027047	1011
Pmea_00027048	729
Pmea_00027049	2976
Pmea_00027050	1761
Pmea_00027051	1023
Pmea_00027052	1443
Pmea_00027053	978
Pmea_00027054	654
Pmea_00027055	2271
Pmea_00027056	906
Pmea_00027057	1989
Pmea_00027058	1329
Pmea_00027059	1728
Pmea_00027060	219
Pmea_00027061	3579
Pmea_00027062	366
Pmea_00027063	3393
Pmea_00027064	432
Pmea_00027065	3966
Pmea_00027066	954
Pmea_00027067	1074
Pmea_00027068	807
Pmea_00027069	648
Pmea_00027070	1509
Pmea_00027071	1872
Pmea_00027072	1095
Pmea_00027073	1230
Pmea_00027074	1716
Pmea_00027075	1116
Pmea_00027076	480
Pmea_00027077	2301
Pmea_00027078	324
Pmea_00027079	1095
Pmea_00027080	3564
Pmea_00027081	570
Pmea_00027082	1125
Pmea_00027083	1356
Pmea_00027084	1350
Pmea_00027085	1311
Pmea_00027086	1167
Pmea_00027087	543
Pmea_00027088	606
Pmea_00027089	5823
Pmea_00027090	2760
Pmea_00027091	3345
Pmea_00027092	1215
Pmea_00027093	963
Pmea_00027094	831
Pmea_00027095	969
Pmea_00027096	2787
Pmea_00027097	1302
Pmea_00027098	978
Pmea_00027099	1215
Pmea_00027100	1815
Pmea_00027101	1125
Pmea_00027102	1137
Pmea_00027103	321
Pmea_00027104	342
Pmea_00027105	1131
Pmea_00027106	1008
Pmea_00027107	312
Pmea_00027108	207
Pmea_00027109	438
Pmea_00027110	324
Pmea_00027111	552
Pmea_00027112	1095
Pmea_00027113	2286
Pmea_00027114	1140
Pmea_00027115	1020
Pmea_00027116	2175
Pmea_00027117	591
Pmea_00027118	1068
Pmea_00027119	210
Pmea_00027120	543
Pmea_00027121	867
Pmea_00027122	336
Pmea_00027123	3015
Pmea_00027124	1377
Pmea_00027125	441
Pmea_00027126	1467
Pmea_00027127	564
Pmea_00027128	1434
Pmea_00027129	1470
Pmea_00027130	2586
Pmea_00027131	3687
Pmea_00027132	981
Pmea_00027133	1353
Pmea_00027134	5157
Pmea_00027135	1428
Pmea_00027136	1518
Pmea_00027137	1695
Pmea_00027138	942
Pmea_00027139	1101
Pmea_00027140	381
Pmea_00027141	3609
Pmea_00027142	582
Pmea_00027143	915
Pmea_00027144	891
Pmea_00027145	4110
Pmea_00027146	1413
Pmea_00027147	5778
Pmea_00027148	1164
Pmea_00027149	342
Pmea_00027150	1386
Pmea_00027151	3150
Pmea_00027152	3498
Pmea_00027153	348
Pmea_00027154	489
Pmea_00027155	1230
Pmea_00027156	402
Pmea_00027157	426
Pmea_00027158	198
Pmea_00027159	468
Pmea_00027160	2343
Pmea_00027161	2304
Pmea_00027162	3312
Pmea_00027163	429
Pmea_00027164	1323
Pmea_00027165	648
Pmea_00027166	4971
Pmea_00027167	2301
Pmea_00027168	888
Pmea_00027169	1809
Pmea_00027170	3495
Pmea_00027171	1623
Pmea_00027172	897
Pmea_00027173	1515
Pmea_00027174	3048
Pmea_00027175	723
Pmea_00027176	165
Pmea_00027177	153
Pmea_00027178	3060
Pmea_00027179	462
Pmea_00027180	681
Pmea_00027181	177
Pmea_00027182	1419
Pmea_00027183	3477
Pmea_00027184	2382
Pmea_00027185	1476
Pmea_00027186	1707
Pmea_00027187	750
Pmea_00027188	501
Pmea_00027189	1167
Pmea_00027190	2013
Pmea_00027191	5850
Pmea_00027192	621
Pmea_00027193	2145
Pmea_00027194	3018
Pmea_00027195	7062
Pmea_00027196	189
Pmea_00027197	1458
Pmea_00027198	453
Pmea_00027199	915
Pmea_00027200	3675
Pmea_00027201	882
Pmea_00027202	951
Pmea_00027203	243
Pmea_00027204	294
Pmea_00027205	3477
Pmea_00027206	915
Pmea_00027207	213
Pmea_00027208	726
Pmea_00027209	327
Pmea_00027210	336
Pmea_00027211	3810
Pmea_00027212	867
Pmea_00027213	195
Pmea_00027214	186
Pmea_00027215	1134
Pmea_00027216	330
Pmea_00027217	714
Pmea_00027218	411
Pmea_00027219	717
Pmea_00027220	807
Pmea_00027221	14574
Pmea_00027222	276
Pmea_00027223	4164
Pmea_00027224	729
Pmea_00027225	876
Pmea_00027226	351
Pmea_00027227	399
Pmea_00027228	477
Pmea_00027229	222
Pmea_00027230	1209
Pmea_00027231	438
Pmea_00027232	207
Pmea_00027233	504
Pmea_00027234	375
Pmea_00027235	615
Pmea_00027236	834
Pmea_00027237	1860
Pmea_00027238	1329
Pmea_00027239	1257
Pmea_00027240	2838
Pmea_00027241	3852
Pmea_00027242	2649
Pmea_00027243	333
Pmea_00027244	780
Pmea_00027245	372
Pmea_00027246	435
Pmea_00027247	453
Pmea_00027248	4044
Pmea_00027249	402
Pmea_00027250	2217
Pmea_00027251	369
Pmea_00027252	333
Pmea_00027253	3432
Pmea_00027254	786
Pmea_00027255	438
Pmea_00027256	330
Pmea_00027257	534
Pmea_00027258	231
Pmea_00027259	810
Pmea_00027260	714
Pmea_00027261	471
Pmea_00027262	1761
Pmea_00027263	4938
Pmea_00027264	2325
Pmea_00027265	279
Pmea_00027266	1119
Pmea_00027267	354
Pmea_00027268	714
Pmea_00027269	1260
Pmea_00027270	270
Pmea_00027271	1119
Pmea_00027272	624
Pmea_00027273	1320
Pmea_00027274	753
Pmea_00027275	270
Pmea_00027276	141
Pmea_00027277	330
Pmea_00027278	1020
Pmea_00027279	309
Pmea_00027280	285
Pmea_00027281	1443
Pmea_00027282	681
Pmea_00027283	4119
Pmea_00027284	684
Pmea_00027285	309
Pmea_00027286	222
Pmea_00027287	333
Pmea_00027288	489
Pmea_00027289	666
Pmea_00027290	408
Pmea_00027291	303
Pmea_00027292	963
Pmea_00027293	2106
Pmea_00027294	1578
Pmea_00027295	1212
Pmea_00027296	501
Pmea_00027297	825
Pmea_00027298	453
Pmea_00027299	315
Pmea_00027300	876
Pmea_00027301	843
Pmea_00027302	432
Pmea_00027303	1095
Pmea_00027304	849
Pmea_00027305	501
Pmea_00027306	897
Pmea_00027307	894
Pmea_00027308	429
Pmea_00027309	231
Pmea_00027310	1095
Pmea_00027311	1938
Pmea_00027312	363
Pmea_00027313	435
Pmea_00027314	1017
Pmea_00027315	1128
Pmea_00027316	1206
Pmea_00027317	213
Pmea_00027318	801
Pmea_00027319	609
Pmea_00027320	2922
Pmea_00027321	213
Pmea_00027322	804
Pmea_00027323	1299
Pmea_00027324	3810
Pmea_00027325	1029
Pmea_00027326	807
Pmea_00027327	675
Pmea_00027328	2427
Pmea_00027329	432
Pmea_00027330	732
Pmea_00027331	2646
Pmea_00027332	2025
Pmea_00027333	318
Pmea_00027334	204
Pmea_00027335	3318
Pmea_00027336	1779
Pmea_00027337	369
Pmea_00027338	765
Pmea_00027339	399
Pmea_00027340	603
Pmea_00027341	441
Pmea_00027342	1731
Pmea_00027343	729
Pmea_00027344	1815
Pmea_00027345	609
Pmea_00027346	330
Pmea_00027347	933
Pmea_00027348	1794
Pmea_00027349	861
Pmea_00027350	540
Pmea_00027351	801
Pmea_00027352	681
Pmea_00027353	924
Pmea_00027354	2892
Pmea_00027355	1419
Pmea_00027356	1197
Pmea_00027357	1065
Pmea_00027358	1263
Pmea_00027359	1284
Pmea_00027360	954
Pmea_00027361	1149
Pmea_00027362	1089
Pmea_00027363	1206
Pmea_00027364	1275
Pmea_00027365	1587
Pmea_00027366	372
Pmea_00027367	411
Pmea_00027368	441
Pmea_00027369	324
Pmea_00027370	318
Pmea_00027371	1809
Pmea_00027372	1770
Pmea_00027373	1809
Pmea_00027374	318
Pmea_00027375	954
Pmea_00027376	2247
Pmea_00027377	453
Pmea_00027378	1515
Pmea_00027379	753
Pmea_00027380	1875
Pmea_00027381	975
Pmea_00027382	207
Pmea_00027383	2148
Pmea_00027384	681
Pmea_00027385	345
Pmea_00027386	180
Pmea_00027387	714
Pmea_00027388	159
Pmea_00027389	471
Pmea_00027390	711
Pmea_00027391	207
Pmea_00027392	654
Pmea_00027393	549
Pmea_00027394	222
Pmea_00027395	318
Pmea_00027396	783
Pmea_00027397	342
Pmea_00027398	645
Pmea_00027399	1368
Pmea_00027400	288
Pmea_00027401	891
Pmea_00027402	1380
Pmea_00027403	636
Pmea_00027404	387
Pmea_00027405	2046
Pmea_00027406	363
Pmea_00027407	1092
Pmea_00027408	252
Pmea_00027409	369
Pmea_00027410	1656
Pmea_00027411	291
Pmea_00027412	1056
Pmea_00027413	1053
Pmea_00027414	3279
Pmea_00027415	3366
Pmea_00027416	2094
Pmea_00027417	1587
Pmea_00027418	450
Pmea_00027419	303
Pmea_00027420	369
Pmea_00027421	1266
Pmea_00027422	294
Pmea_00027423	2436
Pmea_00027424	171
Pmea_00027425	504
Pmea_00027426	843
Pmea_00027427	2757
Pmea_00027428	1164
Pmea_00027429	15450
Pmea_00027430	450
Pmea_00027431	2664
Pmea_00027432	1506
Pmea_00027433	1566
Pmea_00027434	1206
Pmea_00027435	606
Pmea_00027436	453
Pmea_00027437	138
Pmea_00027438	237
Pmea_00027439	1203
Pmea_00027440	1317
Pmea_00027441	1242
Pmea_00027442	1404
Pmea_00027443	747
Pmea_00027444	714
Pmea_00027445	360
Pmea_00027446	324
Pmea_00027447	480
Pmea_00027448	579
Pmea_00027449	681
Pmea_00027450	543
Pmea_00027451	891
Pmea_00027452	459
Pmea_00027453	294
Pmea_00027454	1551
Pmea_00027455	771
Pmea_00027456	1764
Pmea_00027457	615
Pmea_00027458	1167
Pmea_00027459	1152
Pmea_00027460	327
Pmea_00027461	333
Pmea_00027462	3096
Pmea_00027463	639
Pmea_00027464	2076
Pmea_00027465	1701
Pmea_00027466	1182
Pmea_00027467	2073
Pmea_00027468	984
Pmea_00027469	390
Pmea_00027470	1539
Pmea_00027471	1497
Pmea_00027472	1470
Pmea_00027473	1014
Pmea_00027474	1815
Pmea_00027475	3336
Pmea_00027476	1344
Pmea_00027477	297
Pmea_00027478	363
Pmea_00027479	783
Pmea_00027480	1383
Pmea_00027481	1482
Pmea_00027482	1944
Pmea_00027483	2931
Pmea_00027484	2547
Pmea_00027485	177
Pmea_00027486	2544
Pmea_00027487	615
Pmea_00027488	2145
Pmea_00027489	2340
Pmea_00027490	648
Pmea_00027491	222
Pmea_00027492	192
Pmea_00027493	1878
Pmea_00027494	411
Pmea_00027495	1146
Pmea_00027496	2340
Pmea_00027497	450
Pmea_00027498	282
Pmea_00027499	510
Pmea_00027500	153
Pmea_00027501	1455
Pmea_00027502	2148
Pmea_00027503	549
Pmea_00027504	1329
Pmea_00027505	2472
Pmea_00027506	1998
Pmea_00027507	801
Pmea_00027508	672
Pmea_00027509	636
Pmea_00027510	498
Pmea_00027511	1194
Pmea_00027512	1692
Pmea_00027513	1017
Pmea_00027514	2904
Pmea_00027515	1026
Pmea_00027516	576
Pmea_00027517	2532
Pmea_00027518	1260
Pmea_00027519	276
Pmea_00027520	690
Pmea_00027521	462
Pmea_00027522	5061
Pmea_00027523	3924
Pmea_00027524	1008
Pmea_00027525	945
Pmea_00027526	1956
Pmea_00027527	1290
Pmea_00027528	1362
Pmea_00027529	909
Pmea_00027530	939
Pmea_00027531	654
Pmea_00027532	1698
Pmea_00027533	387
Pmea_00027534	2454
Pmea_00027535	7044
Pmea_00027536	615
Pmea_00027537	1116
Pmea_00027538	10761
Pmea_00027539	5493
Pmea_00027540	8409
Pmea_00027541	411
Pmea_00027542	2148
Pmea_00027543	1533
Pmea_00027544	1512
Pmea_00027545	642
Pmea_00027546	4992
Pmea_00027547	2148
Pmea_00027548	996
Pmea_00027549	2241
Pmea_00027550	1353
Pmea_00027551	492
Pmea_00027552	1779
Pmea_00027553	873
Pmea_00027554	1524
Pmea_00027555	1770
Pmea_00027556	366
Pmea_00027557	1152
Pmea_00027558	1323
Pmea_00027559	1323
Pmea_00027560	1482
Pmea_00027561	615
Pmea_00027562	450
Pmea_00027563	1332
Pmea_00027564	576
Pmea_00027565	858
Pmea_00027566	384
Pmea_00027567	822
Pmea_00027568	420
Pmea_00027569	393
Pmea_00027570	636
Pmea_00027571	510
Pmea_00027572	4539
Pmea_00027573	336
Pmea_00027574	2214
Pmea_00027575	990
Pmea_00027576	1470
Pmea_00027577	294
Pmea_00027578	888
Pmea_00027579	555
Pmea_00027580	888
Pmea_00027581	924
Pmea_00027582	294
Pmea_00027583	525
Pmea_00027584	450
Pmea_00027585	2529
Pmea_00027586	969
Pmea_00027587	294
Pmea_00027588	450
Pmea_00027589	450
Pmea_00027590	522
Pmea_00027591	804
Pmea_00027592	816
Pmea_00027593	423
Pmea_00027594	957
Pmea_00027595	546
Pmea_00027596	561
Pmea_00027597	7176
Pmea_00027598	1110
Pmea_00027599	1668
Pmea_00027600	465
Pmea_00027601	1743
Pmea_00027602	2343
Pmea_00027603	2652
Pmea_00027604	1920
Pmea_00027605	1524
Pmea_00027606	879
Pmea_00027607	963
Pmea_00027608	2931
Pmea_00027609	2334
Pmea_00027610	3096
Pmea_00027611	600
Pmea_00027612	1101
Pmea_00027613	396
Pmea_00027614	2952
Pmea_00027615	1326
Pmea_00027616	387
Pmea_00027617	2148
Pmea_00027618	1161
Pmea_00027619	1647
Pmea_00027620	7704
Pmea_00027621	285
Pmea_00027622	495
Pmea_00027623	855
Pmea_00027624	1212
Pmea_00027625	282
Pmea_00027626	849
Pmea_00027627	969
Pmea_00027628	807
Pmea_00027629	1068
Pmea_00027630	921
Pmea_00027631	1620
Pmea_00027632	333
Pmea_00027633	2508
Pmea_00027634	1098
Pmea_00027635	1026
Pmea_00027636	1503
Pmea_00027637	1245
Pmea_00027638	1365
Pmea_00027639	315
Pmea_00027640	192
Pmea_00027641	2808
Pmea_00027642	1299
Pmea_00027643	1200
Pmea_00027644	285
